,state,division_name,polling_place_name,premises_suburb,latitude,longitude,geom
1528,NSW,Macarthur,Ingleburn (Macarthur),INGLEBURN,-33.9999,150.867,POINT (-33.9999 150.867)
1529,NSW,Macarthur,Ingleburn East,INGLEBURN,-34.0044,150.872,POINT (-34.0044 150.872)
1530,NSW,Macarthur,Ingleburn MACARTHUR PPVC,INGLEBURN,-33.999335,150.867746,POINT (-33.999335 150.867746)
1531,NSW,Macarthur,Ingleburn South,INGLEBURN,-34.011,150.863,POINT (-34.011 150.863)
1532,NSW,Macarthur,Kentlyn,KENTLYN,-34.0623817,150.8623677,POINT (-34.0623817 150.8623677)
1533,NSW,Macarthur,Leppington,LEPPINGTON,-33.9596,150.81,POINT (-33.9596 150.81)
1534,NSW,Macarthur,Leumeah,LEUMEAH,-34.0545,150.828,POINT (-34.0545 150.828)
1535,NSW,Macarthur,Leumeah North,LEUMEAH,-34.0487,150.84,POINT (-34.0487 150.84)
1536,NSW,Macarthur,Menangle Park,MENANGLE PARK,-34.1082141,150.7514907,POINT (-34.1082141 150.7514907)
1537,NSW,Macarthur,Minto,MINTO,-34.0298,150.847,POINT (-34.0298 150.847)
1538,NSW,Macarthur,Minto North,MINTO,-34.0228,150.857,POINT (-34.0228 150.857)
1539,NSW,Macarthur,Minto South,MINTO,-34.0389,150.847,POINT (-34.0389 150.847)
1540,NSW,Macarthur,Oran Park,ORAN PARK,-34.0022352,150.7445234,POINT (-34.0022352 150.7445234)
1541,NSW,Macarthur,Oran Park PPVC,ORAN PARK,-33.9996922,150.7439876,POINT (-33.9996922 150.7439876)
1542,NSW,Macarthur,Oran Park South,ORAN PARK,-33.9990804,150.7347686,POINT (-33.9990804 150.7347686)
1543,NSW,Macarthur,Raby,RABY,-34.0157,150.818,POINT (-34.0157 150.818)
1544,NSW,Macarthur,Rosemeadow,ROSEMEADOW,-34.1048,150.795,POINT (-34.1048 150.795)
1545,NSW,Macarthur,Rosemeadow East,ROSEMEADOW,-34.100656,150.7999468,POINT (-34.100656 150.7999468)
1546,NSW,Macarthur,Rossmore (Macarthur),ROSSMORE,-33.9468,150.772,POINT (-33.9468 150.772)
1547,NSW,Macarthur,Ruse,RUSE,-34.067,150.842,POINT (-34.067 150.842)
1548,NSW,Macarthur,St Andrews,ST ANDREWS,-34.022,150.832,POINT (-34.022 150.832)
1549,NSW,Macarthur,St Andrews South,ST ANDREWS,-34.0296,150.828,POINT (-34.0296 150.828)
1550,NSW,Macarthur,St Helens Park,ST HELENS PARK,-34.1109,150.803,POINT (-34.1109 150.803)
1551,NSW,Macarthur,St Helens Park North,ST HELENS PARK,-34.0977,150.816,POINT (-34.0977 150.816)
1552,NSW,Macarthur,Smeaton Grange,SMEATON GRANGE,-34.0415765,150.7534964,POINT (-34.0415765 150.7534964)
1553,NSW,Macarthur,Special Hospital Team 1,CAMPBELLTOWN,-34.0787538,150.8048415,POINT (-34.0787538 150.8048415)
1554,NSW,Macarthur,Sydney (Macarthur),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
1555,NSW,Macarthur,Varroville,RABY,-34.0130228,150.8234445,POINT (-34.0130228 150.8234445)
1556,NSW,Macarthur,Wedderburn,WEDDERBURN,-34.13,150.814,POINT (-34.13 150.814)
1557,NSW,Macarthur,Woodbine,WOODBINE,-34.0490199,150.8200568,POINT (-34.0490199 150.8200568)
1558,NSW,Mackellar,Avalon,AVALON,-33.6359511,151.3293514,POINT (-33.6359511 151.3293514)
1559,NSW,Mackellar,Avalon Beach,AVALON BEACH,-33.6303,151.334,POINT (-33.6303 151.334)
1560,NSW,Mackellar,Avalon South,AVALON BEACH,-33.6385704,151.328052,POINT (-33.6385704 151.328052)
1561,NSW,Mackellar,Bayview,BAYVIEW,-33.6575,151.295,POINT (-33.6575 151.295)
1562,NSW,Mackellar,Beacon Hill (Mackellar),BEACON HILL,-33.7518223,151.257107,POINT (-33.7518223 151.257107)
1563,NSW,Mackellar,Belrose,BELROSE,-33.7389,151.218,POINT (-33.7389 151.218)
1564,NSW,Mackellar,Belrose North,BELROSE,-33.7277,151.216,POINT (-33.7277 151.216)
1565,NSW,Mackellar,Bilgola Plateau,BILGOLA PLATEAU,-33.6448,151.314,POINT (-33.6448 151.314)
1566,NSW,Mackellar,BLV Mackellar PPVC,MONA VALE,-33.6781476,151.3014398,POINT (-33.6781476 151.3014398)
1567,NSW,Mackellar,Chatswood MACKELLAR PPVC,CHATSWOOD,-33.796076,151.1831019,POINT (-33.796076 151.1831019)
1568,NSW,Mackellar,Collaroy,COLLAROY,-33.7281,151.299,POINT (-33.7281 151.299)
1569,NSW,Mackellar,Collaroy Plateau,COLLAROY PLATEAU,-33.7329483,151.293289,POINT (-33.7329483 151.293289)
1570,NSW,Mackellar,Collaroy Plateau North,COLLAROY PLATEAU,-33.7295874,151.2914938,POINT (-33.7295874 151.2914938)
1571,NSW,Mackellar,Cromer,CROMER,-33.7378,151.274,POINT (-33.7378 151.274)
1572,NSW,Mackellar,Cromer East,CROMER,-33.7381,151.284,POINT (-33.7381 151.284)
1573,NSW,Mackellar,Davidson,DAVIDSON,-33.7398,151.195,POINT (-33.7398 151.195)
1574,NSW,Mackellar,Dee Why,DEE WHY,-33.7486,151.286,POINT (-33.7486 151.286)
1575,NSW,Mackellar,Dee Why Central (Mackellar),DEE WHY,-33.7543,151.29,POINT (-33.7543 151.29)
1576,NSW,Mackellar,Dee Why East (Mackellar),DEE WHY,-33.7545812,151.2922257,POINT (-33.7545812 151.2922257)
1577,NSW,Mackellar,Dee Why North,DEE WHY,-33.7503396,151.2862494,POINT (-33.7503396 151.2862494)
1578,NSW,Mackellar,Divisional Office (PREPOLL),MONA VALE,-33.6780997,151.3016671,POINT (-33.6780997 151.3016671)
1579,NSW,Mackellar,Elanora Heights,ELANORA HEIGHTS,-33.7027,151.284,POINT (-33.7027 151.284)
1580,NSW,Mackellar,Forestville (Mackellar),FORESTVILLE,-33.7615289,151.2115291,POINT (-33.7615289 151.2115291)
1581,NSW,Mackellar,Frenchs Forest (Mackellar),FRENCHS FOREST,-33.7519545,151.2242559,POINT (-33.7519545 151.2242559)
1582,NSW,Mackellar,Frenchs Forest East,FRENCHS FOREST,-33.7499,151.231,POINT (-33.7499 151.231)
1583,NSW,Mackellar,Frenchs Forest MACKELLAR PPVC,FRENCHS FOREST,-33.7497919,151.2251861,POINT (-33.7497919 151.2251861)
1584,NSW,Mackellar,Frenchs Forest North,FRENCHS FOREST,-33.7439,151.204,POINT (-33.7439 151.204)
1585,NSW,Mackellar,Manly MACKELLAR PPVC,BROOKVALE,-33.7660421,151.2695482,POINT (-33.7660421 151.2695482)
1586,NSW,Mackellar,Mona Vale,MONA VALE,-33.6765,151.304,POINT (-33.6765 151.304)
1587,NSW,Mackellar,Mona Vale Beach,MONA VALE,-33.6734266,151.3076036,POINT (-33.6734266 151.3076036)
1588,NSW,Mackellar,Mona Vale North,MONA VALE,-33.6693768,151.3028793,POINT (-33.6693768 151.3028793)
1589,NSW,Mackellar,Mona Vale PPVC,MONA VALE,-33.677616,151.3022339,POINT (-33.677616 151.3022339)
1590,NSW,Mackellar,Mona Vale South,MONA VALE,-33.6779054,151.3009902,POINT (-33.6779054 151.3009902)
1591,NSW,Mackellar,Narrabeen,NARRABEEN,-33.7203,151.298,POINT (-33.7203 151.298)
1592,NSW,Mackellar,Narrabeen East,NARRABEEN,-33.7128,151.299,POINT (-33.7128 151.299)
1593,NSW,Mackellar,Narrabeen North,NORTH NARRABEEN,-33.7007979,151.2975472,POINT (-33.7007979 151.2975472)
1594,NSW,Mackellar,Narrabeen South,NARRABEEN,-33.7227,151.286,POINT (-33.7227 151.286)
1595,NSW,Mackellar,Narraweena,NARRAWEENA,-33.7493,151.273,POINT (-33.7493 151.273)
1596,NSW,Mackellar,Narraweena East,NARRAWEENA,-33.7520245,151.2749382,POINT (-33.7520245 151.2749382)
1597,NSW,Mackellar,Newport,NEWPORT,-33.6605851,151.3133272,POINT (-33.6605851 151.3133272)
1598,NSW,Mackellar,Newport Beach,NEWPORT,-33.653509,151.322793,POINT (-33.653509 151.322793)
1599,NSW,Mackellar,Palm Beach,PALM BEACH,-33.6025577,151.3189969,POINT (-33.6025577 151.3189969)
1602,NSW,Mackellar,Sydney (Mackellar),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
1603,NSW,Mackellar,Sydney MACKELLAR PPVC,SYDNEY,-33.8638565,151.2092587,POINT (-33.8638565 151.2092587)
1604,NSW,Mackellar,Terrey Hills,TERREY HILLS,-33.6853625,151.223182,POINT (-33.6853625 151.223182)
1605,NSW,Mackellar,Warriewood,WARRIEWOOD,-33.6969,151.299,POINT (-33.6969 151.299)
1606,NSW,Mackellar,Warriewood East,WARRIEWOOD,-33.69727,151.300183,POINT (-33.69727 151.300183)
1607,NSW,Mackellar,Wheeler Heights,WHEELER HEIGHTS,-33.7280915,151.2861959,POINT (-33.7280915 151.2861959)
1608,NSW,Macquarie,Bilpin,BILPIN,-33.4979864,150.5122648,POINT (-33.4979864 150.5122648)
1609,NSW,Macquarie,Blackheath,BLACKHEATH,-33.6392,150.286,POINT (-33.6392 150.286)
1610,NSW,Macquarie,Blaxland,BLAXLAND,-33.7548,150.605,POINT (-33.7548 150.605)
1611,NSW,Macquarie,Blaxland East,EAST BLAXLAND,-33.7468,150.623,POINT (-33.7468 150.623)
1612,NSW,Macquarie,Bligh Park,BLIGH PARK,-33.6393,150.794,POINT (-33.6393 150.794)
1613,NSW,Macquarie,Bligh Park East,BLIGH PARK,-33.6413,150.814,POINT (-33.6413 150.814)
1614,NSW,Macquarie,BLV Macquarie PPVC,PENRITH,-33.752017,150.690599,POINT (-33.752017 150.690599)
1615,NSW,Macquarie,Cattai,CATTAI,-33.5588,150.907,POINT (-33.5588 150.907)
1616,NSW,Macquarie,Colo Heights,COLO HEIGHTS,-33.3728,150.739,POINT (-33.3728 150.739)
1617,NSW,Macquarie,Divisional Office (PREPOLL),PENRITH,-33.752158,150.690381,POINT (-33.752158 150.690381)
1618,NSW,Macquarie,Ebenezer,EBENEZER,-33.5307,150.877,POINT (-33.5307 150.877)
1619,NSW,Macquarie,Emu Plains MACQUARIE PPVC,EMU PLAINS,-33.75206,150.65967,POINT (-33.75206 150.65967)
1620,NSW,Macquarie,Faulconbridge,FAULCONBRIDGE,-33.6858,150.549,POINT (-33.6858 150.549)
1621,NSW,Macquarie,Freemans Reach,FREEMANS REACH,-33.5594,150.797,POINT (-33.5594 150.797)
1622,NSW,Macquarie,Glenbrook,GLENBROOK,-33.7663,150.617,POINT (-33.7663 150.617)
1623,NSW,Macquarie,Glossodia,GLOSSODIA,-33.53421,150.7663138,POINT (-33.53421 150.7663138)
1624,NSW,Macquarie,Grose Wold,GROSE WOLD,-33.5957,150.666,POINT (-33.5957 150.666)
1625,NSW,Macquarie,Hazelbrook,HAZELBROOK,-33.7269,150.459,POINT (-33.7269 150.459)
1626,NSW,Macquarie,Hobartville,HOBARTVILLE,-33.6033,150.742,POINT (-33.6033 150.742)
1627,NSW,Macquarie,Katoomba,KATOOMBA,-33.7195074,150.3139445,POINT (-33.7195074 150.3139445)
1628,NSW,Macquarie,Katoomba Central,KATOOMBA,-33.71576,150.31166,POINT (-33.71576 150.31166)
1629,NSW,Macquarie,Katoomba North,KATOOMBA,-33.6992,150.316,POINT (-33.6992 150.316)
1630,NSW,Macquarie,Katoomba PPVC,KATOOMBA,-33.7125,150.311944,POINT (-33.7125 150.311944)
1631,NSW,Macquarie,Kurmond,KURMOND,-33.5499,150.693,POINT (-33.5499 150.693)
1632,NSW,Macquarie,Kurrajong,KURRAJONG,-33.5555,150.662,POINT (-33.5555 150.662)
1633,NSW,Macquarie,Kurrajong East,EAST KURRAJONG,-33.511,150.778,POINT (-33.511 150.778)
1634,NSW,Macquarie,Kurrajong North,KURRAJONG,-33.50676,150.69826,POINT (-33.50676 150.69826)
1635,NSW,Macquarie,Lapstone,LAPSTONE,-33.7717,150.631,POINT (-33.7717 150.631)
1636,NSW,Macquarie,Lawson,LAWSON,-33.7216261,150.4284891,POINT (-33.7216261 150.4284891)
1637,NSW,Macquarie,Leura,LEURA,-33.71131,150.33586,POINT (-33.71131 150.33586)
1638,NSW,Macquarie,Leura Central,LEURA,-33.7139,150.344,POINT (-33.7139 150.344)
1639,NSW,Macquarie,McGraths Hill,MCGRATHS HILL,-33.6156,150.835,POINT (-33.6156 150.835)
1640,NSW,Macquarie,Maraylya,MARAYLYA,-33.5931,150.916,POINT (-33.5931 150.916)
1641,NSW,Macquarie,Mount Riverview,MOUNT RIVERVIEW,-33.7298,150.633,POINT (-33.7298 150.633)
1642,NSW,Macquarie,Mount Victoria,MOUNT VICTORIA,-33.5916,150.254,POINT (-33.5916 150.254)
1643,NSW,Macquarie,North Richmond,NORTH RICHMOND,-33.580928,150.717126,POINT (-33.580928 150.717126)
1644,NSW,Macquarie,Oakville,OAKVILLE,-33.6207,150.872,POINT (-33.6207 150.872)
1645,NSW,Macquarie,Pitt Town,PITT TOWN,-33.584,150.861,POINT (-33.584 150.861)
1646,NSW,Macquarie,Richmond,RICHMOND,-33.5993,150.757,POINT (-33.5993 150.757)
1647,NSW,Macquarie,Richmond PPVC,RICHMOND,-33.5951176,150.7478973,POINT (-33.5951176 150.7478973)
1648,NSW,Macquarie,St Albans,ST ALBANS,-33.2946,150.971,POINT (-33.2946 150.971)
1650,NSW,Macquarie,Springwood,SPRINGWOOD,-33.701768,150.561583,POINT (-33.701768 150.561583)
1651,NSW,Macquarie,Springwood North,SPRINGWOOD,-33.6902,150.586,POINT (-33.6902 150.586)
1652,NSW,Macquarie,Springwood PPVC,SPRINGWOOD,-33.69999,150.567117,POINT (-33.69999 150.567117)
1653,NSW,Macquarie,Springwood South,SPRINGWOOD,-33.7055,150.573,POINT (-33.7055 150.573)
1654,NSW,Macquarie,Sydney (Macquarie),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
1655,NSW,Macquarie,Valley Heights,VALLEY HEIGHTS,-33.7038712,150.5806866,POINT (-33.7038712 150.5806866)
1656,NSW,Macquarie,Vineyard East (Macquarie),VINEYARD,-33.6481,150.858,POINT (-33.6481 150.858)
1657,NSW,Macquarie,Warrimoo,WARRIMOO,-33.7273,150.599,POINT (-33.7273 150.599)
1658,NSW,Macquarie,Wentworth Falls,WENTWORTH FALLS,-33.71436,150.37255,POINT (-33.71436 150.37255)
1659,NSW,Macquarie,Wilberforce,WILBERFORCE,-33.55852,150.83947,POINT (-33.55852 150.83947)
1660,NSW,Macquarie,Windsor,WINDSOR,-33.6091899,150.8171314,POINT (-33.6091899 150.8171314)
1661,NSW,Macquarie,Windsor PPVC,WINDSOR,-33.615,150.817222,POINT (-33.615 150.817222)
1662,NSW,Macquarie,Windsor South,SOUTH WINDSOR,-33.6185,150.804,POINT (-33.6185 150.804)
1663,NSW,Macquarie,Winmalee,WINMALEE,-33.6751,150.615,POINT (-33.6751 150.615)
1664,NSW,Macquarie,Woodford,WOODFORD,-33.7341,150.47,POINT (-33.7341 150.47)
1665,NSW,Macquarie,Yarramundi,YARRAMUNDI,-33.6359,150.66,POINT (-33.6359 150.66)
1666,NSW,McMahon,BLV McMahon PPVC,PARRAMATTA,-33.8149686,151.0063911,POINT (-33.8149686 151.0063911)
1667,NSW,McMahon,Divisional Office (PREPOLL),PARRAMATTA,-33.8149755,151.0063881,POINT (-33.8149755 151.0063881)
1668,NSW,McMahon,Erskine Park,ERSKINE PARK,-33.8057,150.803,POINT (-33.8057 150.803)
1669,NSW,McMahon,Erskine Park Central,ERSKINE PARK,-33.8085017,150.8037515,POINT (-33.8085017 150.8037515)
1670,NSW,McMahon,Fairfield Central,FAIRFIELD,-33.86774,150.95541,POINT (-33.86774 150.95541)
1671,NSW,McMahon,Fairfield Heights,FAIRFIELD HEIGHTS,-33.867,150.948,POINT (-33.867 150.948)
1672,NSW,McMahon,Fairfield MCMAHON PPVC,FAIRFIELD,-33.8707654,150.9543674,POINT (-33.8707654 150.9543674)
1673,NSW,McMahon,Fairfield South,FAIRFIELD,-33.8767019,150.941291,POINT (-33.8767019 150.941291)
1674,NSW,McMahon,Fairfield West (McMahon),FAIRFIELD WEST,-33.86856,150.92455,POINT (-33.86856 150.92455)
1675,NSW,McMahon,Fairfield West Central,FAIRFIELD WEST,-33.8744644,150.9299808,POINT (-33.8744644 150.9299808)
1676,NSW,McMahon,Greystanes,GREYSTANES,-33.8281535,150.9417595,POINT (-33.8281535 150.9417595)
1677,NSW,McMahon,Greystanes Central,GREYSTANES,-33.8341,150.951,POINT (-33.8341 150.951)
1678,NSW,McMahon,Greystanes East,GREYSTANES,-33.8203,150.959,POINT (-33.8203 150.959)
1679,NSW,McMahon,Greystanes North,GREYSTANES,-33.8147819,150.9418413,POINT (-33.8147819 150.9418413)
1680,NSW,McMahon,Greystanes North East,GREYSTANES,-33.8128,150.952,POINT (-33.8128 150.952)
1681,NSW,McMahon,Greystanes South,GREYSTANES,-33.8337,150.94,POINT (-33.8337 150.94)
1682,NSW,McMahon,Greystanes West,GREYSTANES,-33.8296889,150.9467795,POINT (-33.8296889 150.9467795)
1683,NSW,McMahon,Guildford,GUILDFORD,-33.8553985,150.9813992,POINT (-33.8553985 150.9813992)
1684,NSW,McMahon,Guildford East,GUILDFORD,-33.8546727,150.9884935,POINT (-33.8546727 150.9884935)
1685,NSW,McMahon,Guildford North (McMahon),GUILDFORD,-33.8488183,150.9961068,POINT (-33.8488183 150.9961068)
1686,NSW,McMahon,Guildford West,GUILDFORD WEST,-33.8471,150.967,POINT (-33.8471 150.967)
1687,NSW,McMahon,Horsley Park,HORSLEY PARK,-33.841203,150.8525923,POINT (-33.841203 150.8525923)
1688,NSW,McMahon,Kemps Creek (McMahon),KEMPS CREEK,-33.8839497,150.7899021,POINT (-33.8839497 150.7899021)
1689,NSW,McMahon,Merrylands Central (McMahon),MERRYLANDS,-33.826,150.973,POINT (-33.826 150.973)
1690,NSW,McMahon,Merrylands East (McMahon),MERRYLANDS,-33.8421,150.989,POINT (-33.8421 150.989)
1691,NSW,McMahon,Merrylands North (McMahon),MERRYLANDS,-33.8378364,150.9865083,POINT (-33.8378364 150.9865083)
1692,NSW,McMahon,Merrylands South (McMahon),MERRYLANDS,-33.8409,150.976,POINT (-33.8409 150.976)
1693,NSW,McMahon,Merrylands West,MERRYLANDS WEST,-33.8422178,150.9706083,POINT (-33.8422178 150.9706083)
1694,NSW,McMahon,Minchinbury (McMahon),MINCHINBURY,-33.7875,150.831,POINT (-33.7875 150.831)
1695,NSW,McMahon,Mount Druitt MCMAHON PPVC,ROOTY HILL,-33.7722375,150.8439001,POINT (-33.7722375 150.8439001)
1697,NSW,McMahon,Pemulwuy,PEMULWUY,-33.8186587,150.9315853,POINT (-33.8186587 150.9315853)
1698,NSW,McMahon,St Clair,ST CLAIR,-33.7965,150.786,POINT (-33.7965 150.786)
1699,NSW,McMahon,St Clair East,ST CLAIR,-33.7962789,150.7997394,POINT (-33.7962789 150.7997394)
1700,NSW,McMahon,St Clair South,ST CLAIR,-33.8059,150.783,POINT (-33.8059 150.783)
1701,NSW,McMahon,St Clair West,ST CLAIR,-33.7937771,150.7732597,POINT (-33.7937771 150.7732597)
1702,NSW,McMahon,Smithfield,SMITHFIELD,-33.8542,150.934,POINT (-33.8542 150.934)
1703,NSW,McMahon,Smithfield East,SMITHFIELD,-33.8564,150.939,POINT (-33.8564 150.939)
1704,NSW,McMahon,Smithfield West (McMahon),SMITHFIELD,-33.8572671,150.9171256,POINT (-33.8572671 150.9171256)
1705,NSW,McMahon,South Wentworthville Central,SOUTH WENTWORTHVILLE,-33.8187,150.967,POINT (-33.8187 150.967)
1707,NSW,McMahon,Sydney (McMahon),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
1708,NSW,McMahon,Wetherill Park (McMahon),WETHERILL PARK,-33.8545,150.906,POINT (-33.8545 150.906)
1709,NSW,McMahon,Wetherill Park MCMAHON PPVC,WETHERILL PARK,-33.8510302,150.9096302,POINT (-33.8510302 150.9096302)
1710,NSW,McMahon,Yennora (McMahon),YENNORA,-33.867,150.971,POINT (-33.867 150.971)
1711,NSW,Mitchell,Aminya,BAULKHAM HILLS,-33.7575,151.0,POINT (-33.7575 151)
1712,NSW,Mitchell,Baulkham Hills,BAULKHAM HILLS,-33.7611,150.982,POINT (-33.7611 150.982)
1713,NSW,Mitchell,Baulkham Hills Central,BAULKHAM HILLS,-33.7519685,150.9899785,POINT (-33.7519685 150.9899785)
1714,NSW,Mitchell,Baulkham Hills City,BAULKHAM HILLS,-33.74809,150.97142,POINT (-33.74809 150.97142)
1715,NSW,Mitchell,Baulkham Hills East,BAULKHAM HILLS,-33.761129,150.9907762,POINT (-33.761129 150.9907762)
1716,NSW,Mitchell,Baulkham Hills MITCHELL PPVC,BAULKHAM HILLS,-33.76288,150.99212,POINT (-33.76288 150.99212)
1717,NSW,Mitchell,Baulkham Hills North,BAULKHAM HILLS,-33.7523967,150.9995923,POINT (-33.7523967 150.9995923)
1718,NSW,Mitchell,Baulkham Hills North West,BAULKHAM HILLS,-33.7489964,150.9924647,POINT (-33.7489964 150.9924647)
1719,NSW,Mitchell,Baulkham Hills South,BAULKHAM HILLS,-33.7704,150.972,POINT (-33.7704 150.972)
1720,NSW,Mitchell,Baulkham Hills South West,BAULKHAM HILLS,-33.7629935,150.9801758,POINT (-33.7629935 150.9801758)
1721,NSW,Mitchell,Baulkham Hills West,BAULKHAM HILLS,-33.75752,150.9625,POINT (-33.75752 150.9625)
1722,NSW,Mitchell,Beaumont Hills,BEAUMONT HILLS,-33.698,150.947,POINT (-33.698 150.947)
1723,NSW,Mitchell,Beaumont Hills Central,BEAUMONT HILLS,-33.6979016,150.9435741,POINT (-33.6979016 150.9435741)
1724,NSW,Mitchell,Bella Vista,BELLA VISTA,-33.74293,150.95871,POINT (-33.74293 150.95871)
1725,NSW,Mitchell,BLV Mitchell PPVC,PARRAMATTA,-33.8149699,151.0063912,POINT (-33.8149699 151.0063912)
1726,NSW,Mitchell,Castle Hill,CASTLE HILL,-33.7282,151.005,POINT (-33.7282 151.005)
1727,NSW,Mitchell,Castle Hill Central,CASTLE HILL,-33.7272,150.999,POINT (-33.7272 150.999)
1728,NSW,Mitchell,Castle Hill East,CASTLE HILL,-33.7384,151.003,POINT (-33.7384 151.003)
1729,NSW,Mitchell,Castle Hill North (Mitchell),CASTLE HILL,-33.7142,150.993,POINT (-33.7142 150.993)
1730,NSW,Mitchell,Castle Hill South West,CASTLE HILL,-33.7408,150.991,POINT (-33.7408 150.991)
1731,NSW,New England,Bundarra,BUNDARRA,-30.1679145,151.0760407,POINT (-30.1679145 151.0760407)
1732,NSW,Mitchell,Castle Hill West,CASTLE HILL,-33.7247572,150.9856734,POINT (-33.7247572 150.9856734)
1733,NSW,Mitchell,Crestwood,BAULKHAM HILLS,-33.7419151,150.9728967,POINT (-33.7419151 150.9728967)
1734,NSW,Mitchell,Crestwood Central,BAULKHAM HILLS,-33.7440822,150.9746808,POINT (-33.7440822 150.9746808)
1735,NSW,Mitchell,Divisional Office (PREPOLL),PARRAMATTA,-33.8149686,151.0063911,POINT (-33.8149686 151.0063911)
1736,NSW,Mitchell,Kellyville,KELLYVILLE,-33.7119846,150.9579173,POINT (-33.7119846 150.9579173)
1737,NSW,Mitchell,Kellyville East,KELLYVILLE,-33.70909,150.96702,POINT (-33.70909 150.96702)
1738,NSW,Mitchell,Kellyville North,KELLYVILLE,-33.7072,150.976,POINT (-33.7072 150.976)
1739,NSW,Mitchell,Kellyville South,KELLYVILLE,-33.7124932,150.9654849,POINT (-33.7124932 150.9654849)
1740,NSW,Mitchell,Kellyville South West,KELLYVILLE,-33.7125621,150.9754597,POINT (-33.7125621 150.9754597)
1741,NSW,Mitchell,Kellyville West,KELLYVILLE,-33.7056501,150.9522686,POINT (-33.7056501 150.9522686)
1742,NSW,Mitchell,Muirfield,NORTH ROCKS,-33.76575,151.02222,POINT (-33.76575 151.02222)
1743,NSW,Mitchell,Northmead (Mitchell),NORTHMEAD,-33.7867,150.991,POINT (-33.7867 150.991)
1744,NSW,Mitchell,Northmead East,NORTHMEAD,-33.7885,151.0,POINT (-33.7885 151)
1745,NSW,Mitchell,Northmead North,NORTHMEAD,-33.77955,151.00289,POINT (-33.77955 151.00289)
1746,NSW,Mitchell,North Rocks (Mitchell),NORTH ROCKS,-33.7688,151.026,POINT (-33.7688 151.026)
1747,NSW,Mitchell,Parramatta MITCHELL PPVC,PARRAMATTA,-33.8142474,151.0036363,POINT (-33.8142474 151.0036363)
1748,NSW,Mitchell,Rouse Hill,ROUSE HILL,-33.67905,150.92002,POINT (-33.67905 150.92002)
1749,NSW,Mitchell,Rouse Hill Central,NORTH KELLYVILLE,-33.6850063,150.9331658,POINT (-33.6850063 150.9331658)
1750,NSW,Mitchell,Rouse Hill South,ROUSE HILL,-33.68757,150.93382,POINT (-33.68757 150.93382)
1752,NSW,Mitchell,Sydney (Mitchell),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
1753,NSW,Mitchell,The Ponds MITCHELL PPVC,THE PONDS,-33.7233974,150.9184315,POINT (-33.7233974 150.9184315)
1754,NSW,Mitchell,West Pennant Hills North (Mitchell),WEST PENNANT HILLS,-33.7447,151.03,POINT (-33.7447 151.03)
1755,NSW,Mitchell,Winston Hills,WINSTON HILLS,-33.7735,150.981,POINT (-33.7735 150.981)
1756,NSW,Mitchell,Winston Hills North,WINSTON HILLS,-33.7754,150.968,POINT (-33.7754 150.968)
1757,NSW,New England,Aberdeen,ABERDEEN,-32.1662857,150.8891058,POINT (-32.1662857 150.8891058)
1758,NSW,New England,Arding,ARDING,-30.5663996,151.5284157,POINT (-30.5663996 151.5284157)
1759,NSW,New England,Armidale,ARMIDALE,-30.5146,151.666,POINT (-30.5146 151.666)
1760,NSW,New England,Armidale South,ARMIDALE,-30.5193,151.664,POINT (-30.5193 151.664)
1761,NSW,New England,Armidale West,ARMIDALE,-30.5108727,151.6507081,POINT (-30.5108727 151.6507081)
1762,NSW,New England,Ashford,ASHFORD,-29.3215,151.095,POINT (-29.3215 151.095)
1763,NSW,New England,Attunga,ATTUNGA,-30.9301543,150.8465307,POINT (-30.9301543 150.8465307)
1764,NSW,New England,Barraba,BARRABA,-30.3734498,150.6095579,POINT (-30.3734498 150.6095579)
1765,NSW,New England,Bendemeer,BENDEMEER,-30.88671,151.15104,POINT (-30.88671 151.15104)
1766,NSW,New England,Ben Lomond,BEN LOMOND,-30.0201608,151.6583869,POINT (-30.0201608 151.6583869)
1767,NSW,New England,Ben Venue,ARMIDALE,-30.5031067,151.6744162,POINT (-30.5031067 151.6744162)
1768,NSW,New England,Bingara,BINGARA,-29.8692269,150.5709132,POINT (-29.8692269 150.5709132)
1769,NSW,New England,Black Mountain,BLACK MOUNTAIN,-30.3086014,151.6577425,POINT (-30.3086014 151.6577425)
1770,NSW,New England,Blackville,BLACKVILLE,-31.6429329,150.2385092,POINT (-31.6429329 150.2385092)
1771,NSW,New England,Blandford,BLANDFORD,-31.7784,150.892,POINT (-31.7784 150.892)
1772,NSW,New England,BLV New England PPVC,ARMIDALE,-30.513288,151.667668,POINT (-30.513288 151.667668)
1773,NSW,New England,Bonshaw,BONSHAW,-29.0483,151.276,POINT (-29.0483 151.276)
1774,NSW,New England,Calala,CALALA,-31.1288,150.94,POINT (-31.1288 150.94)
1775,NSW,New England,Caroona,CAROONA,-31.4065974,150.4247081,POINT (-31.4065974 150.4247081)
1776,NSW,New England,Cassilis,CASSILIS,-32.0053,149.978,POINT (-32.0053 149.978)
