,state,division_name,polling_place_name,premises_suburb,latitude,longitude,geom
13,NSW,Banks,Oatley,OATLEY,-33.9847,151.081,POINT (-33.9847 151.081)
15,NSW,Chifley,Dharruk,DHARRUK,-33.7475,150.817,POINT (-33.7475 150.817)
16,NSW,Banks,Allawah,ALLAWAH,-33.9767897,151.1148974,POINT (-33.9767897 151.1148974)
17,NSW,Banks,Allawah South,SOUTH HURSTVILLE,-33.9756,151.111,POINT (-33.9756 151.111)
18,NSW,Banks,Beverly Hills North (Banks),BEVERLY HILLS,-33.9413,151.075,POINT (-33.9413 151.075)
19,NSW,Banks,Beverly Hills South (Banks),BEVERLY HILLS,-33.9528,151.085,POINT (-33.9528 151.085)
20,NSW,Banks,Blakehurst North,BLAKEHURST,-33.9814,151.113,POINT (-33.9814 151.113)
21,NSW,Banks,BLV Banks PPVC,HURSTVILLE,-33.9674459,151.1065776,POINT (-33.9674459 151.1065776)
22,NSW,Banks,Carlton South (Banks),CARLTON,-33.9727,151.128,POINT (-33.9727 151.128)
23,NSW,Banks,Carlton West,CARLTON,-33.9763447,151.1206652,POINT (-33.9763447 151.1206652)
24,NSW,Banks,Connells Point (Banks),CONNELLS POINT,-33.9855,151.1,POINT (-33.9855 151.1)
25,NSW,Banks,Divisional Office (PREPOLL),HURSTVILLE,-33.9676291,151.1064478,POINT (-33.9676291 151.1064478)
26,NSW,Banks,East Hills,EAST HILLS,-33.9611817,150.982054,POINT (-33.9611817 150.982054)
27,NSW,Banks,Hurstville (Banks),HURSTVILLE,-33.9642,151.102,POINT (-33.9642 151.102)
28,NSW,Banks,Hurstville BANKS PPVC,HURSTVILLE,-33.9663791,151.1068363,POINT (-33.9663791 151.1068363)
29,NSW,Banks,Hurstville East (Banks),HURSTVILLE,-33.9641,151.111,POINT (-33.9641 151.111)
30,NSW,Banks,Hurstville Grove,PENSHURST,-33.9729154,151.0909386,POINT (-33.9729154 151.0909386)
31,NSW,Banks,Hurstville South,HURSTVILLE,-33.9726,151.099,POINT (-33.9726 151.099)
32,NSW,Banks,Lugarno,LUGARNO,-33.985015,151.0454806,POINT (-33.985015 151.0454806)
33,NSW,Banks,Mortdale Central,MORTDALE,-33.9748397,151.0781603,POINT (-33.9748397 151.0781603)
34,NSW,Banks,Mortdale East,MORTDALE,-33.9727,151.081,POINT (-33.9727 151.081)
35,NSW,Banks,Mortdale West,MORTDALE,-33.9615619,151.0731878,POINT (-33.9615619 151.0731878)
36,NSW,Banks,Narwee,NARWEE,-33.9482,151.069,POINT (-33.9482 151.069)
37,NSW,Banks,Oatley East,OATLEY,-33.9841934,151.082371,POINT (-33.9841934 151.082371)
38,NSW,Banks,Oatley West,OATLEY,-33.9796,151.065,POINT (-33.9796 151.065)
39,NSW,Banks,Padstow,PADSTOW,-33.9542,151.031,POINT (-33.9542 151.031)
40,NSW,Banks,Padstow Central,PADSTOW,-33.95572,151.031707,POINT (-33.95572 151.031707)
41,NSW,Banks,Padstow East,PADSTOW,-33.949,151.03,POINT (-33.949 151.03)
42,NSW,Banks,Padstow PPVC,PADSTOW,-33.9480237,151.0259414,POINT (-33.9480237 151.0259414)
43,NSW,Banks,Padstow South,PADSTOW HEIGHTS,-33.9664348,151.0305364,POINT (-33.9664348 151.0305364)
44,NSW,Banks,Panania,PANANIA,-33.9551,150.999,POINT (-33.9551 150.999)
45,NSW,Banks,Panania Central,PANANIA,-33.9519,150.998,POINT (-33.9519 150.998)
46,NSW,Banks,Panania North,PANANIA,-33.9451,150.999,POINT (-33.9451 150.999)
47,NSW,Banks,Panania South,PANANIA,-33.9661,151.0,POINT (-33.9661 151)
48,NSW,Banks,Peakhurst East,PEAKHURST,-33.9553,151.061,POINT (-33.9553 151.061)
49,NSW,Banks,Peakhurst South,PEAKHURST HEIGHTS,-33.9728147,151.0555257,POINT (-33.9728147 151.0555257)
50,NSW,Banks,Peakhurst West,PEAKHURST,-33.9616492,151.0489593,POINT (-33.9616492 151.0489593)
51,NSW,Banks,Penshurst,PENSHURST,-33.962239,151.086054,POINT (-33.962239 151.086054)
52,NSW,Banks,Penshurst Central,PENSHURST,-33.9641,151.087,POINT (-33.9641 151.087)
53,NSW,Banks,Picnic Point North,PICNIC POINT,-33.9649,151.01,POINT (-33.9649 151.01)
54,NSW,Banks,Picnic Point South,PICNIC POINT,-33.9804039,150.9967331,POINT (-33.9804039 150.9967331)
55,NSW,Banks,Revesby,REVESBY,-33.9542157,151.0166996,POINT (-33.9542157 151.0166996)
56,NSW,Banks,Revesby North (Banks),REVESBY,-33.9447,151.017,POINT (-33.9447 151.017)
57,NSW,Banks,Revesby South,REVESBY,-33.9605,151.017,POINT (-33.9605 151.017)
58,NSW,Banks,Riverwood East (Banks),RIVERWOOD,-33.9459,151.058,POINT (-33.9459 151.058)
59,NSW,Banks,Riverwood North,RIVERWOOD,-33.9476795,151.047088,POINT (-33.9476795 151.047088)
60,NSW,Banks,Riverwood South,RIVERWOOD,-33.9524734,151.0532173,POINT (-33.9524734 151.0532173)
62,NSW,Banks,Sydney (Banks),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
63,NSW,Banks,Sydney BANKS PPVC,SYDNEY,-33.8638565,151.2092587,POINT (-33.8638565 151.2092587)
64,NSW,Barton,Arncliffe,ARNCLIFFE,-33.938,151.144,POINT (-33.938 151.144)
65,NSW,Barton,Arncliffe Central,ARNCLIFFE,-33.9406,151.147,POINT (-33.9406 151.147)
66,NSW,Barton,Arncliffe North,ARNCLIFFE,-33.939642,151.143493,POINT (-33.939642 151.143493)
67,NSW,Barton,Arncliffe West,ARNCLIFFE,-33.9374,151.138,POINT (-33.9374 151.138)
68,NSW,Barton,Bardwell Park,BARDWELL PARK,-33.9338,151.125,POINT (-33.9338 151.125)
69,NSW,Barton,Belmore BARTON PPVC,BELMORE,-33.913395,151.104419,POINT (-33.913395 151.104419)
70,NSW,Barton,Beverly Hills,BEVERLY HILLS,-33.9492,151.083,POINT (-33.9492 151.083)
71,NSW,Barton,Beverly Hills Central,BEVERLY HILLS,-33.947,151.079,POINT (-33.947 151.079)
72,NSW,Barton,Beverly Hills South (Barton),BEVERLY HILLS,-33.9528,151.085,POINT (-33.9528 151.085)
73,NSW,Barton,Bexley,BEXLEY,-33.9515,151.125,POINT (-33.9515 151.125)
74,NSW,Barton,Bexley East,BEXLEY,-33.9467,151.128,POINT (-33.9467 151.128)
75,NSW,Barton,Bexley North,BEXLEY NORTH,-33.9407,151.121,POINT (-33.9407 151.121)
76,NSW,Barton,Bexley North Park,BEXLEY NORTH,-33.9383,151.109,POINT (-33.9383 151.109)
77,NSW,Barton,Bexley South,BEXLEY,-33.9625,151.113,POINT (-33.9625 151.113)
78,NSW,Barton,Bexley West,BEXLEY,-33.9522,151.114,POINT (-33.9522 151.114)
79,NSW,Barton,BLV Barton PPVC,ROCKDALE,-33.9527866,151.1392016,POINT (-33.9527866 151.1392016)
80,NSW,Barton,Brighton-Le-Sands (Barton),BRIGHTON-LE-SANDS,-33.9627,151.148,POINT (-33.9627 151.148)
81,NSW,Barton,Brighton North,BRIGHTON-LE-SANDS,-33.9605,151.154,POINT (-33.9605 151.154)
82,NSW,Barton,Canterbury South,CANTERBURY,-33.9175,151.116,POINT (-33.9175 151.116)
83,NSW,Barton,Carlton,BEXLEY,-33.9624,151.124,POINT (-33.9624 151.124)
84,NSW,Barton,Carlton South (Barton),CARLTON,-33.9727,151.128,POINT (-33.9727 151.128)
85,NSW,Barton,Central Sydney BARTON PPVC,HAYMARKET,-33.8824351,151.2063239,POINT (-33.8824351 151.2063239)
86,NSW,Barton,Clemton Park,KINGSGROVE,-33.92951,151.10897,POINT (-33.92951 151.10897)
87,NSW,Barton,Clemton Park West,KINGSGROVE,-33.9303611,151.099589,POINT (-33.9303611 151.099589)
88,NSW,Barton,Divisional Office (PREPOLL),ROCKDALE,-33.9529008,151.1391306,POINT (-33.9529008 151.1391306)
89,NSW,Barton,Earlwood,EARLWOOD,-33.9274,151.123,POINT (-33.9274 151.123)
90,NSW,Barton,Earlwood Central,EARLWOOD,-33.9281,151.127,POINT (-33.9281 151.127)
91,NSW,Barton,Earlwood South,EARLWOOD,-33.9283,151.124,POINT (-33.9283 151.124)
92,NSW,Barton,Hurlstone Park (Barton),HURLSTONE PARK,-33.908507,151.132444,POINT (-33.908507 151.132444)
93,NSW,Barton,Hurstville (Barton),HURSTVILLE,-33.9642,151.102,POINT (-33.9642 151.102)
94,NSW,Barton,Hurstville BARTON PPVC,HURSTVILLE,-33.9649241,151.1031761,POINT (-33.9649241 151.1031761)
95,NSW,Barton,Hurstville East (Barton),HURSTVILLE,-33.9641,151.111,POINT (-33.9641 151.111)
96,NSW,Barton,Hurstville North,HURSTVILLE,-33.9544,151.096,POINT (-33.9544 151.096)
97,NSW,Barton,Kingsgrove,KINGSGROVE,-33.9401,151.103,POINT (-33.9401 151.103)
98,NSW,Barton,Kingsgrove North (Barton),KINGSGROVE,-33.93385,151.09621,POINT (-33.93385 151.09621)
99,NSW,Barton,Kingsgrove South,KINGSGROVE,-33.9494,151.102,POINT (-33.9494 151.102)
100,NSW,Barton,Kogarah Central,KOGARAH,-33.9616,151.136,POINT (-33.9616 151.136)
101,NSW,Barton,Kyeemagh,KYEEMAGH,-33.9497,151.161,POINT (-33.9497 151.161)
102,NSW,Barton,Marrickville BARTON PPVC,MARRICKVILLE,-33.913688,151.161852,POINT (-33.913688 151.161852)
103,NSW,Barton,Marrickville Park,MARRICKVILLE,-33.9154803,151.1503777,POINT (-33.9154803 151.1503777)
104,NSW,Barton,Marrickville South,MARRICKVILLE,-33.9207,151.152,POINT (-33.9207 151.152)
105,NSW,Barton,Marrickville West,MARRICKVILLE,-33.9144,151.146,POINT (-33.9144 151.146)
106,NSW,Barton,Rockdale,ROCKDALE,-33.9527,151.142,POINT (-33.9527 151.142)
107,NSW,Barton,Rockdale BARTON PPVC,ROCKDALE,-33.9512665,151.1364055,POINT (-33.9512665 151.1364055)
108,NSW,Barton,Rockdale Central,ROCKDALE,-33.9537,151.139,POINT (-33.9537 151.139)
109,NSW,Barton,Rockdale City,ROCKDALE,-33.9505248,151.139653,POINT (-33.9505248 151.139653)
110,NSW,Barton,Rockdale West,ROCKDALE,-33.9504,151.136,POINT (-33.9504 151.136)
111,NSW,Barton,Sydney (Barton),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
112,NSW,Barton,Sydney BARTON PPVC,SYDNEY,-33.8638565,151.2092587,POINT (-33.8638565 151.2092587)
113,NSW,Barton,Tempe,TEMPE,-33.919948,151.1610947,POINT (-33.919948 151.1610947)
114,NSW,Barton,Turrella,TURRELLA,-33.931874,151.1452122,POINT (-33.931874 151.1452122)
115,NSW,Barton,Undercliffe,EARLWOOD,-33.9244,151.139,POINT (-33.9244 151.139)
116,NSW,Bennelong,BLV Bennelong PPVC,CHATSWOOD,-33.7981824,151.1818539,POINT (-33.7981824 151.1818539)
117,NSW,Bennelong,Carlingford (Bennelong),CARLINGFORD,-33.7800229,151.0553219,POINT (-33.7800229 151.0553219)
118,NSW,Bennelong,Carlingford East,CARLINGFORD,-33.7654,151.053,POINT (-33.7654 151.053)
119,NSW,Bennelong,Central Sydney BENNELONG PPVC,HAYMARKET,-33.8824351,151.2063239,POINT (-33.8824351 151.2063239)
120,NSW,Bennelong,Chatswood BENNELONG PPVC,CHATSWOOD,-33.7981824,151.1818539,POINT (-33.7981824 151.1818539)
121,NSW,Bennelong,Denistone,EASTWOOD,-33.79244,151.08353,POINT (-33.79244 151.08353)
122,NSW,Bennelong,Denistone East,DENISTONE EAST,-33.7935,151.097,POINT (-33.7935 151.097)
123,NSW,Calare,Orange North,ORANGE,-33.2798185,149.0946465,POINT (-33.2798185 149.0946465)
124,NSW,Bennelong,Denistone South,WEST RYDE,-33.8056266,151.08318,POINT (-33.8056266 151.08318)
125,NSW,Bennelong,Denistone West,WEST RYDE,-33.8036,151.07,POINT (-33.8036 151.07)
126,NSW,Bennelong,Divisional Office (PREPOLL),CHATSWOOD,-33.7982897,151.1819191,POINT (-33.7982897 151.1819191)
127,NSW,Bennelong,East Ryde,NORTH RYDE,-33.8063669,151.1268905,POINT (-33.8063669 151.1268905)
128,NSW,Bennelong,East Ryde Central,RYDE,-33.8133913,151.1200494,POINT (-33.8133913 151.1200494)
129,NSW,Bennelong,East Ryde Heights,RYDE,-33.8086005,151.126175,POINT (-33.8086005 151.126175)
130,NSW,Bennelong,Eastwood,EASTWOOD,-33.7928,151.078,POINT (-33.7928 151.078)
131,NSW,Bennelong,Eastwood Heights,EASTWOOD,-33.7817,151.096,POINT (-33.7817 151.096)
132,NSW,Bennelong,Eastwood PPVC,EASTWOOD,-33.792735,151.0795811,POINT (-33.792735 151.0795811)
133,NSW,Bennelong,Eastwood West,EASTWOOD,-33.7906,151.067,POINT (-33.7906 151.067)
134,NSW,Bennelong,Epping,EPPING,-33.7745,151.079,POINT (-33.7745 151.079)
135,NSW,Bennelong,Epping East,EPPING,-33.768408,151.0871472,POINT (-33.768408 151.0871472)
136,NSW,Bennelong,Epping Heights,EPPING,-33.76284,151.07377,POINT (-33.76284 151.07377)
137,NSW,Bennelong,Epping North,NORTH EPPING,-33.7576,151.096,POINT (-33.7576 151.096)
138,NSW,Bennelong,Epping PPVC,EPPING,-33.7746,151.0788,POINT (-33.7746 151.0788)
139,NSW,Bennelong,Epping West,EPPING,-33.7728471,151.0684506,POINT (-33.7728471 151.0684506)
140,NSW,Bennelong,Ermington Central,ERMINGTON,-33.816527,151.0572843,POINT (-33.816527 151.0572843)
141,NSW,Bennelong,Ermington West (Bennelong),ERMINGTON,-33.8061,151.058,POINT (-33.8061 151.058)
142,NSW,Bennelong,Gladesville (Bennelong),GLADESVILLE,-33.8323301,151.1259218,POINT (-33.8323301 151.1259218)
143,NSW,Bennelong,Gladesville North,GLADESVILLE,-33.82318,151.129927,POINT (-33.82318 151.129927)
144,NSW,Bennelong,Hunters Hill North (Bennelong),HUNTERS HILL,-33.8211705,151.1355456,POINT (-33.8211705 151.1355456)
145,NSW,Bennelong,Macquarie Park,MACQUARIE PARK,-33.7797606,151.1149218,POINT (-33.7797606 151.1149218)
146,NSW,Bennelong,Macquarie Park South,MARSFIELD,-33.7864,151.109,POINT (-33.7864 151.109)
147,NSW,Bennelong,Marsfield,EASTWOOD,-33.782004,151.098358,POINT (-33.782004 151.098358)
148,NSW,Bennelong,Marsfield North,MARSFIELD,-33.7703911,151.0996223,POINT (-33.7703911 151.0996223)
149,NSW,Bennelong,Meadowbank,MEADOWBANK,-33.8148423,151.0924377,POINT (-33.8148423 151.0924377)
150,NSW,Bennelong,Melrose Park,MELROSE PARK,-33.8151,151.073,POINT (-33.8151 151.073)
151,NSW,Bennelong,North Ryde,NORTH RYDE,-33.7947,151.13,POINT (-33.7947 151.13)
152,NSW,Bennelong,North Ryde Central,NORTH RYDE,-33.7939,151.12,POINT (-33.7939 151.12)
153,NSW,Bennelong,North Ryde Heights,NORTH RYDE,-33.8005415,151.1309669,POINT (-33.8005415 151.1309669)
154,NSW,Bennelong,Putney,PUTNEY,-33.8249,151.111,POINT (-33.8249 151.111)
155,NSW,Bennelong,Putney West,GLADESVILLE,-33.8277117,151.1201395,POINT (-33.8277117 151.1201395)
156,NSW,Bennelong,Ryde,RYDE,-33.7943477,151.109308,POINT (-33.7943477 151.109308)
157,NSW,Bennelong,Ryde Central,RYDE,-33.815245,151.104829,POINT (-33.815245 151.104829)
158,NSW,Bennelong,Ryde Heights,RYDE,-33.8178,151.098,POINT (-33.8178 151.098)
159,NSW,Bennelong,Ryde South,RYDE,-33.8217896,151.1080114,POINT (-33.8217896 151.1080114)
161,NSW,Bennelong,Sydney (Bennelong),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
162,NSW,Bennelong,Sydney BENNELONG PPVC,SYDNEY,-33.8638565,151.2092587,POINT (-33.8638565 151.2092587)
163,NSW,Bennelong,Top Ryde,RYDE,-33.8118,151.108,POINT (-33.8118 151.108)
164,NSW,Bennelong,West Ryde,WEST RYDE,-33.8087,151.085,POINT (-33.8087 151.085)
165,NSW,Bennelong,West Ryde BENNELONG PPVC,RYDE,-33.8152096,151.1048685,POINT (-33.8152096 151.1048685)
166,NSW,Bennelong,West Ryde Central,RYDE,-33.8085,151.1,POINT (-33.8085 151.1)
167,NSW,Berowra,Annangrove,ANNANGROVE,-33.6687322,150.9522275,POINT (-33.6687322 150.9522275)
168,NSW,Berowra,Arcadia,ARCADIA,-33.6231223,151.0520461,POINT (-33.6231223 151.0520461)
169,NSW,Berowra,Asquith (Berowra),ASQUITH,-33.6855,151.112,POINT (-33.6855 151.112)
170,NSW,Berowra,Baulkham Hills BEROWRA PPVC,BAULKHAM HILLS,-33.7606491,150.992675,POINT (-33.7606491 150.992675)
171,NSW,Berowra,Beecroft,BEECROFT,-33.7523233,151.0651663,POINT (-33.7523233 151.0651663)
172,NSW,Berowra,Beecroft North,BEECROFT,-33.7513896,151.065481,POINT (-33.7513896 151.065481)
173,NSW,Berowra,Berowra,BEROWRA,-33.6181,151.147,POINT (-33.6181 151.147)
174,NSW,Berowra,Berowra Heights,BEROWRA HEIGHTS,-33.6094008,151.1427318,POINT (-33.6094008 151.1427318)
175,NSW,Berowra,Berowra PPVC,COWAN,-33.5859736,151.1688727,POINT (-33.5859736 151.1688727)
176,NSW,Berowra,BLV Berowra PPVC,CHATSWOOD,-33.7981824,151.1818539,POINT (-33.7981824 151.1818539)
177,NSW,Berowra,Brooklyn,BROOKLYN,-33.54813,151.21538,POINT (-33.54813 151.21538)
178,NSW,Berowra,Carlingford Heights,CARLINGFORD,-33.7658,151.039,POINT (-33.7658 151.039)
179,NSW,Berowra,Castle Hill North (Berowra),CASTLE HILL,-33.7142,150.993,POINT (-33.7142 150.993)
180,NSW,Berowra,Cheltenham,CHELTENHAM,-33.7578,151.074,POINT (-33.7578 151.074)
181,NSW,Berowra,Cherrybrook,CHERRYBROOK,-33.7314,151.042,POINT (-33.7314 151.042)
182,NSW,Berowra,Cherrybrook Central,CHERRYBROOK,-33.7205638,151.0459716,POINT (-33.7205638 151.0459716)
183,NSW,Berowra,Cherrybrook North,CHERRYBROOK,-33.7189973,151.0397793,POINT (-33.7189973 151.0397793)
184,NSW,Berowra,Cherrybrook PPVC,CHERRYBROOK,-33.7138778,151.0511344,POINT (-33.7138778 151.0511344)
185,NSW,Berowra,Cherrybrook South,WEST PENNANT HILLS,-33.7382005,151.0503745,POINT (-33.7382005 151.0503745)
186,NSW,Berowra,Cowan,COWAN,-33.5885,151.169,POINT (-33.5885 151.169)
187,NSW,Berowra,Divisional Office (PREPOLL),CHATSWOOD,-33.7982897,151.1819191,POINT (-33.7982897 151.1819191)
188,NSW,Berowra,Dural,DURAL,-33.6857,151.026,POINT (-33.6857 151.026)
189,NSW,Berowra,Galston,GALSTON,-33.648,151.045,POINT (-33.648 151.045)
190,NSW,Berowra,Glenhaven,GLENHAVEN,-33.701,151.004,POINT (-33.701 151.004)
191,NSW,Berowra,Glenorie,GLENORIE,-33.5987,151.008,POINT (-33.5987 151.008)
192,NSW,Berowra,Glenorie West,GLENORIE,-33.6054902,150.9788283,POINT (-33.6054902 150.9788283)
193,NSW,Berowra,Hornsby (Berowra),HORNSBY,-33.7,151.097,POINT (-33.7 151.097)
194,NSW,Berowra,Hornsby BEROWRA PPVC,HORNSBY,-33.702591,151.097463,POINT (-33.702591 151.097463)
195,NSW,Berowra,Hornsby Central (Berowra),HORNSBY,-33.7064,151.102,POINT (-33.7064 151.102)
196,NSW,Berowra,Hornsby Heights,HORNSBY HEIGHTS,-33.670187,151.0966482,POINT (-33.670187 151.0966482)
197,NSW,Berowra,Hornsby North,HORNSBY,-33.6833,151.098,POINT (-33.6833 151.098)
198,NSW,Berowra,Hornsby South,HORNSBY,-33.7127637,151.0955118,POINT (-33.7127637 151.0955118)
199,NSW,Berowra,Hornsby West (Berowra),HORNSBY,-33.70446,151.097122,POINT (-33.70446 151.097122)
200,NSW,Berowra,Kenthurst,KENTHURST,-33.6654,151.004,POINT (-33.6654 151.004)
201,NSW,Berowra,Maroota,MAROOTA,-33.45935,150.99446,POINT (-33.45935 150.99446)
202,NSW,Berowra,Maroota South,SOUTH MAROOTA,-33.5234,150.944,POINT (-33.5234 150.944)
203,NSW,Berowra,Middle Dural,MIDDLE DURAL,-33.6444,151.023,POINT (-33.6444 151.023)
204,NSW,Berowra,Mount Colah,MOUNT COLAH,-33.6726,151.117,POINT (-33.6726 151.117)
205,NSW,Berowra,Mount Kuring-Gai,MOUNT KURING-GAI,-33.6575,151.136,POINT (-33.6575 151.136)
206,NSW,Berowra,Normanhurst (Berowra),NORMANHURST,-33.7237,151.098,POINT (-33.7237 151.098)
207,NSW,Berowra,Normanhurst West,THORNLEIGH,-33.72177,151.08808,POINT (-33.72177 151.08808)
208,NSW,Berowra,Pennant Hills,PENNANT HILLS,-33.7328992,151.0614421,POINT (-33.7328992 151.0614421)
209,NSW,Berowra,Pennant Hills BEROWRA PPVC,THORNLEIGH,-33.7299801,151.0807536,POINT (-33.7299801 151.0807536)
210,NSW,Berowra,Rogans Hill,CASTLE HILL,-33.7271,151.024,POINT (-33.7271 151.024)
212,NSW,Berowra,Rogans Hill North,CASTLE HILL,-33.721514,151.0232634,POINT (-33.721514 151.0232634)
213,NSW,Berowra,Rogans Hill South,CASTLE HILL,-33.7285,151.025,POINT (-33.7285 151.025)
215,NSW,Berowra,Sydney (Berowra),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
216,NSW,Berowra,Sydney BEROWRA PPVC,SYDNEY,-33.8638565,151.2092587,POINT (-33.8638565 151.2092587)
217,NSW,Berowra,Thornleigh,THORNLEIGH,-33.7282,151.085,POINT (-33.7282 151.085)
218,NSW,Berowra,Westleigh,THORNLEIGH,-33.7242,151.072,POINT (-33.7242 151.072)
219,NSW,Berowra,West Pennant Hills,WEST PENNANT HILLS,-33.756832,151.042589,POINT (-33.756832 151.042589)
220,NSW,Berowra,West Pennant Hills Central,WEST PENNANT HILLS,-33.7459033,151.0501363,POINT (-33.7459033 151.0501363)
221,NSW,Berowra,West Pennant Hills North (Berowra),WEST PENNANT HILLS,-33.7447,151.03,POINT (-33.7447 151.03)
222,NSW,Berowra,West Ryde BEROWRA PPVC,RYDE,-33.8152096,151.1048685,POINT (-33.8152096 151.1048685)
223,NSW,Berowra,Wisemans Ferry,WISEMANS FERRY,-33.3954535,150.9849427,POINT (-33.3954535 150.9849427)
224,NSW,Blaxland,Auburn,AUBURN,-33.8538,151.032,POINT (-33.8538 151.032)
225,NSW,Blaxland,Auburn BLAXLAND PPVC,AUBURN,-33.8757363,151.0218471,POINT (-33.8757363 151.0218471)
226,NSW,Blaxland,Auburn Central,AUBURN,-33.856,151.028152,POINT (-33.856 151.028152)
227,NSW,Blaxland,Auburn East,AUBURN,-33.8652,151.025,POINT (-33.8652 151.025)
228,NSW,Blaxland,Auburn North,AUBURN,-33.8433,151.034,POINT (-33.8433 151.034)
229,NSW,Blaxland,Auburn West,AUBURN,-33.8603,151.02,POINT (-33.8603 151.02)
230,NSW,Blaxland,Bankstown (Blaxland),BANKSTOWN,-33.9209,151.034,POINT (-33.9209 151.034)
231,NSW,Blaxland,Bankstown BLAXLAND PPVC,BANKSTOWN,-33.919083,151.036563,POINT (-33.919083 151.036563)
232,NSW,Blaxland,Bankstown Central,BANKSTOWN,-33.91927,151.03662,POINT (-33.91927 151.03662)
233,NSW,Blaxland,Bankstown East,BANKSTOWN,-33.9133,151.035,POINT (-33.9133 151.035)
234,NSW,Blaxland,Bankstown North,BANKSTOWN,-33.9054791,151.0386724,POINT (-33.9054791 151.0386724)
235,NSW,Blaxland,Bankstown West,BANKSTOWN,-33.9164,151.02,POINT (-33.9164 151.02)
236,NSW,Blaxland,Bass Hill,BASS HILL,-33.9047,151.006,POINT (-33.9047 151.006)
237,NSW,Blaxland,Bass Hill Central,BASS HILL,-33.8975854,150.9884691,POINT (-33.8975854 150.9884691)
238,NSW,Blaxland,Bass Hill West,BASS HILL,-33.8996,150.99,POINT (-33.8996 150.99)
239,NSW,Blaxland,Berala,BERALA,-33.8705,151.028,POINT (-33.8705 151.028)
240,NSW,Blaxland,Berala South,BERALA,-33.8783,151.029,POINT (-33.8783 151.029)
241,NSW,Blaxland,Birrong,BIRRONG,-33.8958,151.02,POINT (-33.8958 151.02)
242,NSW,Blaxland,BLV Blaxland PPVC,PARRAMATTA,-33.8149642,151.0063857,POINT (-33.8149642 151.0063857)
243,NSW,Blaxland,Chester Hill,CHESTER HILL,-33.8847939,151.0008561,POINT (-33.8847939 151.0008561)
244,NSW,Blaxland,Chester Hill Central,CHESTER HILL,-33.8873,151.001,POINT (-33.8873 151.001)
245,NSW,Blaxland,Chester Hill North,CHESTER HILL,-33.8737,150.996,POINT (-33.8737 150.996)
246,NSW,Gilmore,Moruya,MORUYA,-35.9127,150.076,POINT (-35.9127 150.076)
247,NSW,Blaxland,Condell Park,CONDELL PARK,-33.9255,151.013,POINT (-33.9255 151.013)
248,NSW,Blaxland,Condell Park North,CONDELL PARK,-33.9228609,151.0129563,POINT (-33.9228609 151.0129563)
249,NSW,Blaxland,Condell Park South,BANKSTOWN,-33.931105,151.0216557,POINT (-33.931105 151.0216557)
250,NSW,Blaxland,Condell Park West,CONDELL PARK,-33.923606,151.002972,POINT (-33.923606 151.002972)
251,NSW,Blaxland,Divisional Office (PREPOLL),PARRAMATTA,-33.8149755,151.0063881,POINT (-33.8149755 151.0063881)
252,NSW,Blaxland,Fairfield BLAXLAND PPVC,FAIRFIELD,-33.8707654,150.9543674,POINT (-33.8707654 150.9543674)
253,NSW,Blaxland,Georges Hall,GEORGES HALL,-33.9120805,150.9925655,POINT (-33.9120805 150.9925655)
254,NSW,Blaxland,Granville East (Blaxland),SOUTH GRANVILLE,-33.8481385,151.0106418,POINT (-33.8481385 151.0106418)
255,NSW,Blaxland,Granville South (Blaxland),SOUTH GRANVILLE,-33.8579,151.007,POINT (-33.8579 151.007)
256,NSW,Blaxland,Guildford North (Blaxland),GUILDFORD,-33.8488183,150.9961068,POINT (-33.8488183 150.9961068)
257,NSW,Blaxland,Guildford South,GUILDFORD,-33.8608949,150.9962856,POINT (-33.8608949 150.9962856)
258,NSW,Blaxland,Lidcombe (Blaxland),LIDCOMBE,-33.860616,151.0472488,POINT (-33.860616 151.0472488)
259,NSW,Blaxland,Lidcombe South (Blaxland),LIDCOMBE,-33.8654,151.045,POINT (-33.8654 151.045)
260,NSW,Blaxland,Milperra,MILPERRA,-33.9418,150.98,POINT (-33.9418 150.98)
261,NSW,Blaxland,Parramatta BLAXLAND PPVC,PARRAMATTA,-33.8140622,151.0026311,POINT (-33.8140622 151.0026311)
262,NSW,Blaxland,Regents Park,REGENTS PARK,-33.885711,151.023368,POINT (-33.885711 151.023368)
263,NSW,Blaxland,Revesby North (Blaxland),REVESBY,-33.9447,151.017,POINT (-33.9447 151.017)
264,NSW,Blaxland,Sefton,SEFTON,-33.8872,151.009,POINT (-33.8872 151.009)
265,NSW,Blaxland,Silverwater (Blaxland),AUBURN,-33.841564,151.038377,POINT (-33.841564 151.038377)
267,NSW,Blaxland,Sydney (Blaxland),SYDNEY,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
268,NSW,Blaxland,Sydney BLAXLAND PPVC,SYDNEY,-33.8638565,151.2092587,POINT (-33.8638565 151.2092587)
269,NSW,Blaxland,Villawood East,VILLAWOOD,-33.8895,150.986,POINT (-33.8895 150.986)
270,NSW,Blaxland,Yagoona,YAGOONA,-33.9056,151.025,POINT (-33.9056 151.025)
